symbol,name,nameid,rank,price_usd,percent_change_24h,percent_change_1h,percent_change_7d,price_btc,market_cap_usd,volume24,volume24a,csupply,tsupply,msupply,timestamp
BTC,Bitcoin,bitcoin,1,9621.14,0.3,-0.6,-1.6,1,1.749864060018e+11,3.4986790462774574e+10,4.035650027480376e+10,1.8187696e+07,18187696,2.1e+07,2020-02-18T13:35:04.000Z
ETH,Ethereum,ethereum,2,262.25,6.18,-0.95,19.11,0.027188999999999998,2.870990389533e+10,2.2535598424255432e+10,2.501574911794614e+10,1.09475492e+08,109475492,NaN,2020-02-18T13:35:04.000Z
XRP,XRP,ripple,3,0.27879,2.33,-1.63,3.09,2.8999999999999997e-05,1.196276922301e+10,3.2115209384518228e+09,3.865344333621181e+09,4.2909539227e+10,99991841593,1e+11,2020-02-18T13:35:04.000Z
BCH,Bitcoin Cash,bitcoin-cash,4,389.61,2.52,-2.5,-12.5,0.040394,7.10992726144e+09,5.638212326308729e+09,6.852481591180759e+09,1.8248965e+07,18248965,2.1e+07,2020-02-18T13:35:04.000Z
BCHSV,Bitcoin SV,bitcoin-cash-sv,5,291.67,8.67,-5.18,-16.9,0.030239999999999996,5.32199527465e+09,3.2976472839499974e+09,3.099364815132058e+09,1.8246402e+07,21000000,2.1e+07,2020-02-18T13:35:04.000Z
LTC,Litecoin,litecoin,6,70.94,1.66,-1.75,-2.85,0.0073549999999999996,4.55767163484e+09,4.940186030175191e+09,6.351278424998416e+09,6.4242483e+07,64242483,8.4e+07,2020-02-18T13:35:04.000Z
USDT,Tether,tether,7,1,-0.04,-0.02,0.24,0.00010400000000000001,4.05632863548e+09,4.866066205702245e+10,5.816995837648215e+10,4.049107372e+09,4049107372,NaN,2020-02-18T13:35:04.000Z
EOS,EOS,eos,8,4.3,3.34,-1.98,-11.38,0.000446,3.99235946653e+09,4.329369661922864e+09,7.144149379629787e+09,9.29000281e+08,1006245120,1.00624512e+09,2020-02-18T13:35:04.000Z
BNB,Binance Coin,binance-coin,9,22.92,4.54,-0.87,-7.99,0.0023769999999999998,3.56550384082e+09,4.186798030884982e+08,4.9373245774480915e+08,1.55536713e+08,192443301,2e+08,2020-02-18T13:35:04.000Z
XTZ,Tezos,tezos,10,3.16,12.23,-3.18,22.61,0.000327,2.08585705688e+09,1.67318427874963e+08,2.002861912139393e+08,6.60373612e+08,763306930,NaN,2020-02-18T13:35:04.000Z
ADA,Cardano,cardano,11,0.058767999999999994,3.36,-1.13,-1.04,6e-06,1.52367697841e+09,1.650951369528912e+08,2.0573093687793705e+08,2.5927070538e+10,31112483745,4.5e+10,2020-02-18T13:35:04.000Z
LINK,ChainLink,chainlink,12,4.3,8.48,-1.47,27.56,0.000446,1.50506196589e+09,4.094820566760815e+08,4.906616465525172e+08,3.5e+08,1000000000,1e+09,2020-02-18T13:35:04.000Z
XLM,Stellar,stellar,13,0.07079400000000001,3.33,-1.8,1.41,7.000000000000001e-06,1.42019263919e+09,4.62982029836053e+08,5.800238080335177e+08,2.0061035508e+10,104303927518,1.04303927518e+11,2020-02-18T13:35:04.000Z
XMR,Monero,monero,14,82.19,0.6,-1.53,-1.92,0.008522,1.41161208368e+09,1.3955943206141233e+08,1.640874904908411e+08,1.7174299e+07,17174299,NaN,2020-02-18T13:35:04.000Z
TRX,TRON,tron,15,0.020738,0.1,-1.64,-4.62,2e-06,1.38283954479e+09,1.4594009486000438e+09,1.750173091022463e+09,6.6682072191e+10,99000000000,NaN,2020-02-18T13:35:04.000Z
ETC,Ethereum Classic,ethereum-classic,16,9.23,1.18,-2.06,-21.38,0.0009570000000000001,1.04305341434e+09,2.397813191113066e+09,3.231688281850716e+09,1.12980348e+08,112980348,2.1e+08,2020-02-18T13:35:04.000Z
NEO,Neo,neo,17,14.46,5.62,-2.17,8.17,0.0014990000000000001,1.01994704309e+09,9.085660137453899e+08,1.0244003745753266e+09,7.0538831e+07,100000000,1e+08,2020-02-18T13:35:04.000Z
DASH,Dash,dash,18,108.1,4.24,-2.19,-13.62,0.011208,1.00453856939e+09,7.342457506337378e+08,8.503195875008241e+08,9.292491e+06,9292491,1.89e+07,2020-02-18T13:35:04.000Z
LEO,UNUS SED LEO,unus-sed-leo,19,0.9709690000000001,0.57,-0.23,-2.83,0.000101,9.7048269077e+08,1.1078353591446518e+06,2.121444320519477e+06,9.99498893e+08,999498893,NaN,2020-02-18T13:35:04.000Z
HEDG,HedgeTrade,hedgetrade,20,2.66,4.48,-2.99,0.53,0.000275,7.6595169198e+08,1.243052788788235e+06,1.0478457769855827e+06,2.88393355e+08,1000000000,NaN,2020-02-18T13:35:04.000Z
ATOM,Cosmos,cosmos,21,3.99,-1.26,-2.15,-16.33,0.000414,7.6087127179e+08,2.3399603573876855e+08,3.1449390010667604e+08,1.90688439e+08,237928231,NaN,2020-02-18T13:35:04.000Z
IOTA,IOTA,iota,22,0.269099,1.36,-2.22,-13.46,2.8000000000000003e-05,7.4796852972e+08,2.1149321125252698e+07,2.6364312178632848e+07,2.779530283e+09,2779530283,2.779530283e+09,2020-02-18T13:35:04.000Z
MKR,Maker,maker,23,602.74,2.59,-0.54,5.83,0.062491,6.0273889777e+08,7.231990706988904e+06,7.540152122393933e+06,1e+06,1000000,1e+06,2020-02-18T13:35:04.000Z
CRO,Crypto.com Chain,crypto-com-chain,24,0.059007000000000004,-1.62,-0.85,-1.99,6e-06,5.476368618e+08,1.223009439504994e+07,2.0274072081505537e+07,9.280821918e+09,100000000000,NaN,2020-02-18T13:35:04.000Z
NEM,NEM,nem,25,0.060708000000000005,0.14,-1.84,-3.66,6e-06,5.4637549044e+08,4.667203457446519e+07,5.217695486986962e+07,8.999999999e+09,8999999999,8.999999999e+09,2020-02-18T13:35:04.000Z
ZEC,Zcash,zcash,26,60.63,4.61,-1.91,-12.71,0.006286,5.2985828845e+08,7.83860297298112e+08,9.331558609167614e+08,8.738531e+06,8738531,2.1e+07,2020-02-18T13:35:04.000Z
ONT,Ontology,ontology,27,0.8449909999999999,1.87,-2.35,-10.08,8.8e-05,4.5078868862e+08,1.5541847272136e+08,2.281767106747278e+08,5.3348317e+08,1000000000,NaN,2020-02-18T13:35:04.000Z
USDC,USD Coin,usd-coin,28,0.9988940000000001,0.01,-0.02,-0.11,0.00010400000000000001,4.3455135104e+08,2.0155244264322773e+08,2.214986718809664e+08,4.35032301e+08,435032301,NaN,2020-02-18T13:35:04.000Z
VET,VeChain,vechain,29,0.006659999999999999,0.03,-1.09,3.9,6.9e-07,3.6932291553e+08,1.3779637774275997e+08,1.397895058370248e+08,5.54547348e+10,86712634466,NaN,2020-02-18T13:35:04.000Z
BAT,Basic Attention Token,basic-attention-token,30,0.264961,8.82,-1.1,-1.35,2.7000000000000002e-05,3.389449025e+08,5.9215344992726505e+07,6.93285844567786e+07,1.279225522e+09,1500000000,NaN,2020-02-18T13:35:04.000Z
DOGE,Dogecoin,dogecoin,31,0.002744,5.06,-1.09,-6,2.85e-07,3.3753514858e+08,1.187189426849007e+08,1.3064557055147487e+08,1.23000276384e+11,123000276384,NaN,2020-02-18T13:35:04.000Z
QTUM,Qtum,qtum,32,2.43,2.52,-1.84,-4.34,0.000252,2.3341223363e+08,5.050998661205198e+08,6.880461927250996e+08,9.5969372e+07,100909224,1.00909224e+08,2020-02-18T13:35:04.000Z
HT,Huobi Token,huobi-token,33,4.63,1.47,-1.44,-1.43,0.00047999999999999996,2.3127579626e+08,3.067181381659939e+08,4.583222582400942e+08,5.00002e+07,500000000,NaN,2020-02-18T13:35:04.000Z
DCR,Decred,decred,34,20.39,3.6,-1.08,-2.77,0.002114,2.2469061741e+08,1.1239152986794937e+08,1.1635326412908624e+08,1.1019705e+07,11019705,2.1e+07,2020-02-18T13:35:04.000Z
MIN,MINDOL,mindol,35,1.35,16.57,-0.55,-28.08,0.00014,2.103395601e+08,4.463020857436249e+06,4.0159390076496955e+06,1.55379617e+08,240000000,NaN,2020-02-18T13:35:04.000Z
LSK,Lisk,lisk,36,1.71,2.1,-2.44,-10.83,0.000178,2.0480081405e+08,6.549709129251985e+06,8.158307013616338e+06,1.19613215e+08,125643660,1.599184e+08,2020-02-18T13:35:04.000Z
TUSD,TrueUSD,trueusd,37,0.9989809999999999,0.14,-0.1,-0.04,0.00010400000000000001,1.9528400497e+08,1.097947320143313e+09,1.3225185496128402e+09,1.95483256e+08,195483256,NaN,2020-02-18T13:35:04.000Z
PAX,Paxos Standard Token,paxos-standard-token,38,0.999033,0.04,0.01,-0.16,0.00010400000000000001,1.9417903369e+08,3.770115959628441e+08,4.02349065513342e+08,1.94366961e+08,194366961,NaN,2020-02-18T13:35:04.000Z
BTG,Bitcoin Gold,bitcoingold,39,10.7,4.64,-1.53,-18.71,0.001109,1.8448481369e+08,2.996756800362781e+07,2.7409278774826575e+07,1.7248611e+07,17348611,2.1e+07,2020-02-18T13:35:04.000Z
INB,Insight Chain,insight-chain,40,0.507718,-0.24,-0.3,-3.5,5.3e-05,1.7765187918e+08,5.45996187708459e+06,6.137250349152781e+06,3.49902689e+08,10000000000,NaN,2020-02-18T13:35:04.000Z
ZRX,0x,0x,41,0.285518,6.3,-2.11,3.36,2.9999999999999997e-05,1.714468732e+08,3.282097641425364e+07,4.304142145917578e+07,6.00475853e+08,1000000000,1e+09,2020-02-18T13:35:04.000Z
MONA,MonaCoin,monacoin,42,2.57,12.85,-1.13,33.66,0.000266,1.6893587953e+08,3.5120905907803066e+07,1.1546708963941526e+07,6.5729675e+07,65729675,NaN,2020-02-18T13:35:04.000Z
ICX,ICON,icon,43,0.327047,3.09,-1.63,-18.37,3.4e-05,1.604010902e+08,3.632450136566379e+07,4.1785963792604476e+07,4.90453303e+08,800460000,NaN,2020-02-18T13:35:04.000Z
OMG,OmiseGO,omisego,44,1.12,2.84,-1.57,2.05,0.00011599999999999999,1.5722400886e+08,1.1507484038559116e+08,1.2584896503069103e+08,1.40245398e+08,140245398,1.40245398e+08,2020-02-18T13:35:04.000Z
REP,Augur,augur,45,13.53,2.79,-1.09,-14.89,0.001403,1.4887668026e+08,1.3732270632460494e+07,1.2916137069287026e+07,1.1e+07,11000000,1.1e+07,2020-02-18T13:35:04.000Z
BCD,Bitcoin Diamond,bitcoin-diamond,46,0.786663,10.24,-2.49,-19.14,8.2e-05,1.4670710578e+08,1.20184515977283e+07,9.729712830662364e+06,1.86492898e+08,186492898,2.1e+08,2020-02-18T13:35:04.000Z
WAVES,Waves,waves,47,1.39,12.65,0.12,-0.72,0.000144,1.3877260653e+08,9.057218192680618e+07,7.268121131543654e+07,1e+08,100000000,1e+08,2020-02-18T13:35:04.000Z
RVN,Ravencoin,ravencoin,48,0.032185000000000005,2.94,-1.68,-3.42,3e-06,1.3763692625e+08,2.684521130620038e+07,3.497974391801035e+07,4.27648e+09,4276480000,2.1e+10,2020-02-18T13:35:04.000Z
NANO,Nano,nano,49,0.969793,3.74,-0.97,0.33,0.000101,1.292232998e+08,4.653415256784754e+06,7.490308682702926e+06,1.33248297e+08,133248297,1.33248297e+08,2020-02-18T13:35:04.000Z
OKB,OKB,okb,50,6.46,2.53,-0.39,13.24,0.000669,1.2911562784e+08,3.236914274035768e+08,4.444009992967898e+08,2e+07,300000000,NaN,2020-02-18T13:35:04.000Z
SC,Siacoin,siacoin,51,0.002925,15.86,-1.2,38.12,3.03e-07,1.222992759e+08,7.823303822035861e+06,7.612179775457129e+06,4.1817047634e+10,41817047634,NaN,2020-02-18T13:35:04.000Z
SNX,Synthetix Network Token,synthetix-network-token,52,0.943651,-0.99,0.57,0.56,9.8e-05,1.1886119022e+08,965062.8318102579,1.3872251596925322e+06,1.2595883e+08,125958830,NaN,2020-02-18T13:35:04.000Z
NEXO,Nexo,nexo,53,0.197166,1.5,-0.41,6.57,2e-05,1.1041314222e+08,1.881723305164547e+07,1.8106982172404125e+07,5.60000011e+08,1000000000,NaN,2020-02-18T13:35:04.000Z
KCS,KuCoin Shares,kucoin-shares,54,1.24,0.13,-0.26,-0.91,0.000129,1.1040461462e+08,7.7728610990916435e+06,8.472595559437314e+06,8.8745681e+07,180730576,NaN,2020-02-18T13:35:04.000Z
ENJ,Enjin Coin,enjin-coin,55,0.14165999999999998,26.28,4.22,4.44,1.4999999999999999e-05,1.0996755103e+08,3.085718928366906e+07,7.434838571658233e+06,7.76278713e+08,1000000000,NaN,2020-02-18T13:35:04.000Z
BTT,BitTorrent,bittorrent,56,0.000513,2.28,-1.21,14.4,5.32e-08,1.0890761537e+08,1.2676094867425539e+07,1.822588586919673e+07,2.121165e+11,990000000000,NaN,2020-02-18T13:35:04.000Z
ABBC,ABBC Coin,abbc-coin,57,0.10786400000000002,14.16,3.99,4.12,1.1e-05,1.0829369517e+08,2.809230490089789e+07,2.6958857647764515e+07,1.003981087e+09,1003981087,NaN,2020-02-18T13:35:04.000Z
HOT,Holo,holo,58,0.0007639999999999999,2.57,-1.56,0.87,7.92e-08,1.0176310373e+08,7.501470732470602e+06,5.273945506310836e+06,1.33214575156e+11,177619433541,NaN,2020-02-18T13:35:04.000Z
BTM,Bytom,bytom,59,0.096582,7.55,0.48,-10.57,1e-05,9.68230711e+07,8.562820433704154e+07,1.0983000457992285e+08,1.002499275e+09,1407000000,1.407e+09,2020-02-18T13:35:04.000Z
BOTX,botXcoin,botxcoin,60,0.055688,6.97,-0.93,21.06,6e-06,9.675623813e+07,936502.5830597526,628545.0846674278,1.73747296e+09,5000000000,NaN,2020-02-18T13:35:04.000Z
DGB,Digibyte,digibyte,61,0.007497,2.61,-0.72,3.37,7.77e-07,9.568946532e+07,1.1957216579794267e+06,1.2904696884746626e+06,1.2763432261e+10,12763432261,2.1e+10,2020-02-18T13:35:04.000Z
DGD,DigixDAO,digixdao,62,47.13,8.65,-1,15.74,0.004886,9.425190391e+07,2.549423956398813e+06,2.697084645210767e+06,2e+06,2000000,2e+06,2020-02-18T13:35:04.000Z
THETA,Theta Token,theta-token,63,0.12653699999999998,2.77,-2.15,0.74,1.3000000000000001e-05,8.939871259e+07,9.213225078597816e+06,9.057527943843648e+06,7.06502689e+08,1000000000,NaN,2020-02-18T13:35:04.000Z
KMD,Komodo,komodo,64,0.76471,6.65,-2.17,-8.35,7.900000000000001e-05,8.843289187e+07,3.8130561068246462e+06,4.621934862755298e+06,1.15642437e+08,115642437,2e+08,2020-02-18T13:35:04.000Z
VSYS,V Systems,v-systems,65,0.049105,13.03,-1.52,8.9,5e-06,8.783910555e+07,6.893271059494906e+06,5.154447343320549e+06,1.788818695e+09,5217805440,NaN,2020-02-18T13:35:04.000Z
ZEN,Horizen,zencash,66,12.06,0.84,-0.84,-0.82,0.00125,8.66574675e+07,1.4352150868948665e+06,1.7209475060533653e+06,7.185725e+06,7185725,2.1e+07,2020-02-18T13:35:04.000Z
BTS,BitShares,bitshares,67,0.031576,3.45,-1.79,-7.74,3e-06,8.654644384e+07,1.8196177359501373e+07,2.5786739937089343e+07,2.74091e+09,2740910000,3.600570502e+09,2020-02-18T13:35:04.000Z
MCO,Crypto.com,monaco,68,5.35,-4,-1.56,-10.46,0.0005549999999999999,8.456637673e+07,2.4068661254638e+07,2.5714244343796372e+07,1.5793831e+07,31587682,3.1587682363206103e+07,2020-02-18T13:35:04.000Z
HC,HyperCash,hypercash,69,1.91,7.32,-2.75,-11.56,0.000198,8.311815358e+07,2.662450844345535e+06,6.662176937366684e+06,4.3529781e+07,43529781,8.4e+07,2020-02-18T13:35:04.000Z
ALGO,Algorand,algorand,70,0.309293,2.14,-2.85,-12.63,3.2e-05,8.01862694e+07,5.9160303201301485e+07,7.770977868390322e+07,2.59256762e+08,2588969743,NaN,2020-02-18T13:35:04.000Z
DAI,Dai,dai,71,0.9992409999999999,0.16,0.04,-0.33,0.00010400000000000001,7.820322915e+07,1.9340626667799395e+07,2.2421795452615585e+07,7.8262606e+07,78262606,NaN,2020-02-18T13:35:04.000Z
IOST,IOStoken,iostoken,72,0.006338,1.63,-2.25,-13.7,6.57e-07,7.614915258e+07,4.474692349443636e+07,6.605360107883296e+07,1.2013965609e+10,21000000000,2.1e+10,2020-02-18T13:35:04.000Z
KNC,Kyber Network,kyber-network,73,0.44622,15.43,-0.93,27.41,4.6e-05,7.490457022e+07,2.1494950295719843e+07,1.5369292255961364e+07,1.67864614e+08,215625349,2.26e+08,2020-02-18T13:35:04.000Z
XVG,Verge,verge,74,0.004675,3.31,-1.04,-6.68,4.85e-07,7.434129798e+07,2.3948751944153826e+06,3.210069077471445e+06,1.5900663549e+10,15900663549,1.6555e+10,2020-02-18T13:35:04.000Z
STEEM,STEEM,steem,75,0.21665700000000002,6.75,-2.75,6.83,2.2e-05,7.417372545e+07,1.7531070336270642e+06,2.231758291393004e+06,3.42356149e+08,342356149,NaN,2020-02-18T13:35:04.000Z
GNT,Golem,golem-network-tokens,76,0.06869,5.43,-2.52,25.58,7.000000000000001e-06,6.624839225e+07,5.937212837400529e+06,5.8287114958297685e+06,9.6445e+08,1000000000,NaN,2020-02-18T13:35:04.000Z
SNT,Status Network Token,status,77,0.018709,9.35,-2.53,14.19,2e-06,6.492873936e+07,2.96660283858083e+07,2.85557632619053e+07,3.470483788e+09,6804870174,NaN,2020-02-18T13:35:04.000Z
ARDR,Ardor,ardor,78,0.063456,8.34,-0.26,5.57,7.000000000000001e-06,6.339286127e+07,699106.1310008528,819905.0467110132,9.98999495e+08,998999495,9.98999495e+08,2020-02-18T13:35:04.000Z
ELF,aelf,aelf,79,0.12665099999999999,9.13,-2.68,32.79,1.3000000000000001e-05,6.329762328e+07,7.896848284817216e+07,9.812562301704934e+07,4.9978e+08,499780000,1e+09,2020-02-18T13:35:04.000Z
ZIL,Zilliqa,zilliqa,80,0.007223,5.1,-1.8,-3.3,7.49e-07,6.275224487e+07,1.3871292865101738e+07,1.7408049129800443e+07,8.687360058e+09,12600000000,NaN,2020-02-18T13:35:04.000Z
DX,DxChain Token,dxchain-token,81,0.001348,2.4,-0.32,23.99,1.4e-07,6.233115692e+07,1.71452373287448e+06,2.0661523069182101e+06,4.625e+10,100000000000,NaN,2020-02-18T13:35:04.000Z
SEELE,Seele,seele,82,0.089112,-0.59,-0.57,-7.56,9e-06,6.173473397e+07,2.936168351921094e+07,3.013320024645103e+07,6.92776387e+08,1000000000,NaN,2020-02-18T13:35:04.000Z
MANA,Decentraland,decentraland,83,0.058582,12.84,-1.7,-1.47,6e-06,6.151981467e+07,3.3425545415962715e+07,3.1067602305497963e+07,1.050141509e+09,2644403343,NaN,2020-02-18T13:35:04.000Z
AE,Aeternity,aeternity,84,0.200888,3.86,-1.72,-10.91,2.1e-05,5.631553012e+07,2.0982326235497326e+07,2.2222767700787924e+07,2.80333087e+08,280333087,NaN,2020-02-18T13:35:04.000Z
RLC,iExec RLC,rlc,85,0.689247,14,-0.71,-2.82,7.099999999999999e-05,5.518857534e+07,796029.6286962404,642050.832484779,8.0070793e+07,86999785,8.7e+07,2020-02-18T13:35:04.000Z
ZB,ZB,zb,86,0.331355,7.54,-1.18,-10.48,3.4e-05,5.407673961e+07,2.988878339236169e+07,3.272633685109406e+07,1.6319881e+08,2100000000,NaN,2020-02-18T13:35:04.000Z
NPXS,Pundi X,pundi-x,87,0.000218,0.84,-1.76,24.25,2.2599999999999997e-08,5.126043611e+07,2.81857689096333e+06,3.9069307041982007e+06,2.35171468515e+11,280255193861,NaN,2020-02-18T13:35:04.000Z
XZC,ZCoin,zcoin,88,6.37,1.57,-3.07,-17.54,0.00066,4.92203011e+07,9.405783015402526e+06,1.1888871638970967e+07,7.72854e+06,7728540,2.14e+07,2020-02-18T13:35:04.000Z
QNT,Quant,quant,89,3.78,-1.32,-1.82,-14.88,0.000392,4.561530583e+07,2.6352893608433106e+06,2.0788013032807861e+06,1.2072738e+07,45467000,NaN,2020-02-18T13:35:04.000Z
CHZ,Chiliz,chiliz,90,0.013401,-4.31,-0.99,32.81,1e-06,4.478459154e+07,5.451784464665472e+06,1.1682342564189952e+07,3.341995514e+09,8888888888,NaN,2020-02-18T13:35:04.000Z
BXK,Bitbook Gambling,bitbook-gambling,91,0.120084,-7.31,-1.04,-20.37,1.2e-05,4.423731139e+07,474759.1988737241,541245.3094253025,3.68387491e+08,741456054,NaN,2020-02-18T13:35:04.000Z
MATIC,Matic Network,matic-network,92,0.019891,4.01,-1.71,-5.28,2e-06,4.326636731e+07,2.0900059721613776e+07,2.7116110434001304e+07,2.175190262e+09,10000000000,NaN,2020-02-18T13:35:04.000Z
STRAT,Stratis,stratis,93,0.42393500000000006,5.35,-2.02,-9.61,4.4e-05,4.224982207e+07,984250.3596997007,1.6404502801440181e+06,9.9661139e+07,99661139,NaN,2020-02-18T13:35:04.000Z
RIF,RIF Token,rif-token,94,0.087381,1.34,-0.37,-3.13,9e-06,4.176635469e+07,6.301056046556891e+06,8.857249697247416e+06,4.77980957e+08,1000000000,NaN,2020-02-18T13:35:04.000Z
NRG,Energi,energi,95,1.59,-2.96,4.35,-12.73,0.000165,4.04148708e+07,457541.3854166812,497125.33147080266,2.5431672e+07,25431672,NaN,2020-02-18T13:35:04.000Z
MX,MX Token,mx-token,96,0.14665,-1.11,-3.93,-17.45,1.4999999999999999e-05,3.95955e+07,1.3667654680172987e+07,2.1822619209975943e+07,2.7e+08,977698919,NaN,2020-02-18T13:35:04.000Z
AION,Aion,aion,97,0.11549200000000001,8.01,-2.43,-8.22,1.2e-05,3.882453683e+07,7.597858844544466e+06,7.022140585817199e+06,3.3616581e+08,465934587,4.65934587e+08,2020-02-18T13:35:04.000Z
LEND,EthLend,ethlend,98,0.033963,-0.4,-1.23,4,4e-06,3.736523677e+07,1.0775633094764217e+06,6.142438029804732e+06,1.100180877e+09,1299999942,1.299999942e+09,2020-02-18T13:35:04.000Z
UBT,Unibright,unibright,99,0.26226700000000003,2.51,-2.75,177.02,2.7000000000000002e-05,3.660704216e+07,1.637132679187368e+06,1.6149861597470199e+06,1.39579219e+08,150000000,NaN,2020-02-18T13:35:04.000Z
WICC,WaykiChain,waykichain,100,0.192689,3.45,-2.34,2.88,2e-05,3.641828875e+07,3.5834430369816637e+06,3.963539067381698e+06,1.89e+08,210000000,NaN,2020-02-18T13:35:04.000Z
BTC,Bitcoin,bitcoin,1,9625.57,0.6,-0.69,-1.55,1,1.7506696910917e+11,3.502656744496742e+10,4.019806456707489e+10,1.8187696e+07,18187696,2.1e+07,2020-02-18T13:40:08.000Z
ETH,Ethereum,ethereum,2,262.07,6.43,-1.36,18.88,0.027161,2.869034795885e+10,2.255204913878356e+10,2.4889745122219997e+10,1.09475492e+08,109475492,NaN,2020-02-18T13:40:08.000Z
XRP,XRP,ripple,3,0.278792,2.6,-2.04,3.18,2.8999999999999997e-05,1.196283958466e+10,3.21831384296939e+09,3.829239124401422e+09,4.2909539227e+10,99991841593,1e+11,2020-02-18T13:40:08.000Z
BCH,Bitcoin Cash,bitcoin-cash,4,388.57,2.82,-3.06,-12.9,0.040271,7.09092125366e+09,5.63073675951884e+09,6.792963466658006e+09,1.8248965e+07,18248965,2.1e+07,2020-02-18T13:40:08.000Z
BCHSV,Bitcoin SV,bitcoin-cash-sv,5,291.99,9.72,-5.48,-16.57,0.030269,5.32770752157e+09,3.3048071261990724e+09,3.05365503533138e+09,1.8246402e+07,21000000,2.1e+07,2020-02-18T13:40:08.000Z
LTC,Litecoin,litecoin,6,71.02,2.05,-2.01,-2.93,0.007361,4.56269510474e+09,4.952320290941415e+09,6.312732480782195e+09,6.4242483e+07,64242483,8.4e+07,2020-02-18T13:40:08.000Z
USDT,Tether,tether,7,1,-0.07,-0.01,0.3,0.00010400000000000001,4.05683959e+09,4.869820238346389e+10,5.7816752768029106e+10,4.049107372e+09,4049107372,NaN,2020-02-18T13:40:08.000Z
EOS,EOS,eos,8,4.3,3.67,-2.14,-11.33,0.000446,3.99618975682e+09,4.337402365591781e+09,7.096670405048543e+09,9.29000281e+08,1006245120,1.00624512e+09,2020-02-18T13:40:08.000Z
BNB,Binance Coin,binance-coin,9,22.95,5.44,-1.04,-7.69,0.002379,3.56990092641e+09,4.189713683375614e+08,4.8802056098353904e+08,1.55536713e+08,192443301,2e+08,2020-02-18T13:40:08.000Z
XTZ,Tezos,tezos,10,3.17,13.23,-3.05,21.46,0.000328,2.09017405652e+09,1.6746351958151832e+08,1.9845567278773427e+08,6.60373612e+08,763306930,NaN,2020-02-18T13:40:08.000Z
ADA,Cardano,cardano,11,0.058696000000000005,3.81,-1.89,-1.16,6e-06,1.52180447521e+09,1.648376137000995e+08,2.035574706219904e+08,2.5927070538e+10,31112483745,4.5e+10,2020-02-18T13:40:08.000Z
LINK,ChainLink,chainlink,12,4.29,8.83,-2.19,27.46,0.00044400000000000006,1.50097514124e+09,4.079414673108662e+08,4.843257462012494e+08,3.5e+08,1000000000,1e+09,2020-02-18T13:40:08.000Z
XLM,Stellar,stellar,13,0.070756,3.46,-2.19,1.21,7.000000000000001e-06,1.41944712856e+09,4.628995391784909e+08,5.763959985578674e+08,2.0061035508e+10,104303927518,1.04303927518e+11,2020-02-18T13:40:08.000Z
XMR,Monero,monero,14,82.11,1.05,-1.78,-2.09,0.00851,1.41017705835e+09,1.3944397343237448e+08,1.6262841847260585e+08,1.7174299e+07,17174299,NaN,2020-02-18T13:40:08.000Z
TRX,TRON,tron,15,0.020775,0.79,-1.74,-4.63,2e-06,1.38532448728e+09,1.4620171298420508e+09,1.74078311583024e+09,6.6682072191e+10,99000000000,NaN,2020-02-18T13:40:08.000Z
ETC,Ethereum Classic,ethereum-classic,16,9.22,1.86,-2.46,-21.44,0.000956,1.04180550147e+09,2.3922076475526357e+09,3.18837770830176e+09,1.12980348e+08,112980348,2.1e+08,2020-02-18T13:40:08.000Z
NEO,Neo,neo,17,14.47,6.08,-2.23,8.38,0.0015,1.02078669874e+09,9.108794288312097e+08,1.0168815856818424e+09,7.0538831e+07,100000000,1e+08,2020-02-18T13:40:08.000Z
DASH,Dash,dash,18,108.25,4.73,-2.26,-13.49,0.011219,1.00592330641e+09,7.358925543283058e+08,8.425170211100974e+08,9.292491e+06,9292491,1.89e+07,2020-02-18T13:40:08.000Z
LEO,UNUS SED LEO,unus-sed-leo,19,0.970986,0.53,-0.3,-2.87,0.000101,9.704992537e+08,1.1081868563401578e+06,2.1247676169556775e+06,9.99498893e+08,999498893,NaN,2020-02-18T13:40:08.000Z
HEDG,HedgeTrade,hedgetrade,20,2.67,4.22,-2.57,3.05,0.000276,7.6898980209e+08,1.2478403313764036e+06,1.0580880874221046e+06,2.88393355e+08,1000000000,NaN,2020-02-18T13:40:08.000Z
ATOM,Cosmos,cosmos,21,3.99,-0.8,-2.39,-16.21,0.000414,7.6099224913e+08,2.3414686580819196e+08,3.102798549379094e+08,1.90688439e+08,237928231,NaN,2020-02-18T13:40:08.000Z
IOTA,IOTA,iota,22,0.269282,1.94,-2.23,-13.6,2.8000000000000003e-05,7.4847884011e+08,2.1198431171518113e+07,2.603368069298969e+07,2.779530283e+09,2779530283,2.779530283e+09,2020-02-18T13:40:08.000Z
MKR,Maker,maker,23,603.49,2.85,-0.84,6.23,0.062546,6.0348783682e+08,7.254126510820592e+06,7.533757286652097e+06,1e+06,1000000,1e+06,2020-02-18T13:40:08.000Z
NEM,NEM,nem,24,0.060890999999999994,0.83,-1.7,-3.28,6e-06,5.4802102378e+08,4.685392685546315e+07,5.173044879111014e+07,8.999999999e+09,8999999999,8.999999999e+09,2020-02-18T13:40:08.000Z
CRO,Crypto.com Chain,crypto-com-chain,25,0.058999,-1.39,-1.05,-2.15,6e-06,5.4756262495e+08,1.221464983592044e+07,2.028853611534984e+07,9.280821918e+09,100000000000,NaN,2020-02-18T13:40:08.000Z
