symbol,name,nameid,rank,price_usd,percent_change_24h,percent_change_1h,percent_change_7d,price_btc,market_cap_usd,volume24,volume24a,csupply,tsupply,msupply,timestamp
LSK,Lisk,lisk,36,1.75,4.38,2.28,-6.33,0.000178,2.0931682267e+08,6.218284159209016e+06,8.477601653013082e+06,1.19613215e+08,125643660,1.599184e+08,2020-02-18T15:35:30.000Z
TUSD,TrueUSD,trueusd,37,1,0.14,0.28,0.34,0.000102,1.959445476e+08,1.123567069300516e+09,1.3503374350243657e+09,1.95483256e+08,195483256,NaN,2020-02-18T15:35:30.000Z
PAX,Paxos Standard Token,paxos-standard-token,38,0.998833,0.02,0.03,-0.16,0.000101,1.941401525e+08,3.69304748479872e+08,4.131447844416779e+08,1.94366961e+08,194366961,NaN,2020-02-18T15:35:30.000Z
BTG,Bitcoin Gold,bitcoingold,39,11.09,7.03,3.2,-15.44,0.001126,1.912607629e+08,3.0865143277101383e+07,2.7708074063855227e+07,1.7248611e+07,17348611,2.1e+07,2020-02-18T15:35:30.000Z
INB,Insight Chain,insight-chain,40,0.512016,1.13,0.84,-2.93,5.2000000000000004e-05,1.7915564275e+08,4.939106489059644e+06,6.30313060292779e+06,3.49902689e+08,10000000000,NaN,2020-02-18T15:35:30.000Z
ZRX,0x,0x,41,0.296214,7.99,3.48,6.73,2.9999999999999997e-05,1.7786950446e+08,3.247511038273168e+07,4.3854148047083974e+07,6.00475853e+08,1000000000,1e+09,2020-02-18T15:35:30.000Z
MONA,MonaCoin,monacoin,42,2.6,14.92,0.63,35.76,0.000264,1.7107000318e+08,3.677022711897012e+07,1.1316078466462495e+07,6.5729675e+07,65729675,NaN,2020-02-18T15:35:30.000Z
ICX,ICON,icon,43,0.344404,7.62,4.54,-13.14,3.5e-05,1.6891417994e+08,3.745078090073474e+07,4.141674768467555e+07,4.90453303e+08,800460000,NaN,2020-02-18T15:35:30.000Z
OMG,OmiseGO,omisego,44,1.17,6.57,3.75,6.25,0.00011899999999999999,1.6448901433e+08,1.1695843802215362e+08,1.2593939945750788e+08,1.40245398e+08,140245398,1.40245398e+08,2020-02-18T15:35:30.000Z
BCD,Bitcoin Diamond,bitcoin-diamond,45,0.841949,18.31,5.53,-12.89,8.499999999999999e-05,1.5701745916e+08,1.2873990370300613e+07,9.666629896476971e+06,1.86492898e+08,186492898,2.1e+08,2020-02-18T15:35:30.000Z
REP,Augur,augur,46,14.02,5.96,3.32,-11.13,0.001423,1.5422478808e+08,1.4215944098010015e+07,1.2916936865112685e+07,1.1e+07,11000000,1.1e+07,2020-02-18T15:35:30.000Z
RVN,Ravencoin,ravencoin,47,0.033627,6.49,4.1,1.59,3e-06,1.4380608451e+08,2.6261547436251502e+07,3.494733750386665e+07,4.27648e+09,4276480000,2.1e+10,2020-02-18T15:35:30.000Z
WAVES,Waves,waves,48,1.44,15,3.15,3.49,0.000146,1.4362235526e+08,9.479694284356344e+07,7.411905196062084e+07,1e+08,100000000,1e+08,2020-02-18T15:35:30.000Z
NANO,Nano,nano,49,0.999958,5.65,3.43,2.92,0.000102,1.3324263776e+08,4.753939481296521e+06,7.204826229995902e+06,1.33248297e+08,133248297,1.33248297e+08,2020-02-18T15:35:30.000Z
OKB,OKB,okb,50,6.58,2.94,2.16,12.42,0.000668,1.3168868622e+08,3.036928862745233e+08,4.221410511352138e+08,2e+07,300000000,NaN,2020-02-18T15:35:30.000Z
SC,Siacoin,siacoin,51,0.0030440000000000003,14.71,4.43,43.27,3.09e-07,1.2730315059e+08,8.008522999875913e+06,7.975056592837735e+06,4.1817047634e+10,41817047634,NaN,2020-02-18T15:35:30.000Z
SNX,Synthetix Network Token,synthetix-network-token,52,0.9576459999999999,1.49,3.17,-0.08,9.7e-05,1.2062400401e+08,987453.6487413738,1.4586995156235185e+06,1.2595883e+08,125958830,NaN,2020-02-18T15:35:30.000Z
BTT,BitTorrent,bittorrent,53,0.000537,6.05,3.5,19.82,5.4500000000000005e-08,1.1380187849e+08,1.2081683091223972e+07,1.7824076205418367e+07,2.121165e+11,990000000000,NaN,2020-02-18T15:35:30.000Z
NEXO,Nexo,nexo,54,0.199725,3.93,1.67,7.75,2e-05,1.1184627902e+08,1.9090905429446567e+07,1.7905552417455927e+07,5.60000011e+08,1000000000,NaN,2020-02-18T15:35:30.000Z
KCS,KuCoin Shares,kucoin-shares,55,1.26,1.05,1.06,-0.32,0.000127,1.1145051823e+08,8.030541129565434e+06,8.059119728941049e+06,8.8745681e+07,180730576,NaN,2020-02-18T15:35:30.000Z
ABBC,ABBC Coin,abbc-coin,56,0.11018299999999999,16.83,1.41,6.98,1.1e-05,1.1062184502e+08,2.9012525579254463e+07,2.6410103712390818e+07,1.003981087e+09,1003981087,NaN,2020-02-18T15:35:30.000Z
ENJ,Enjin Coin,enjin-coin,57,0.14110999999999999,23.86,0.06,3.07,1.4000000000000001e-05,1.0954088751e+08,3.354122325308863e+07,6.598772846876177e+06,7.76278713e+08,1000000000,NaN,2020-02-18T15:35:30.000Z
HOT,Holo,holo,58,0.000788,6.48,2.18,4.7,8e-08,1.0497557393e+08,7.955603679012732e+06,5.041829660385529e+06,1.33214575156e+11,177619433541,NaN,2020-02-18T15:35:30.000Z
BTM,Bytom,bytom,59,0.102486,11.2,4.3,-5.48,1e-05,1.0274182777e+08,9.223371286900163e+07,1.1151233879364665e+08,1.002499275e+09,1407000000,1.407e+09,2020-02-18T15:35:30.000Z
BOTX,botXcoin,botxcoin,60,0.058003,9.58,3.96,26.16,6e-06,1.0077832735e+08,975432.3411760429,639087.7621115354,1.73747296e+09,5000000000,NaN,2020-02-18T15:35:30.000Z
THETA,Theta Token,theta-token,61,0.13963299999999998,13.71,8.39,11.27,1.4000000000000001e-05,9.865108396e+07,1.0549684035479894e+07,8.959421176812315e+06,7.06502689e+08,1000000000,NaN,2020-02-18T15:35:30.000Z
DGD,DigixDAO,digixdao,62,48.68,9.87,2.97,19.38,0.004941,9.735336045e+07,2.5831606649647504e+06,2.7329155982293156e+06,2e+06,2000000,2e+06,2020-02-18T15:35:30.000Z
DGB,Digibyte,digibyte,63,0.007475,2.37,0.49,2.12,7.590000000000001e-07,9.540562322e+07,1.1745542306810883e+06,1.2874682954454897e+06,1.2763432261e+10,12763432261,2.1e+10,2020-02-18T15:35:30.000Z
KMD,Komodo,komodo,64,0.793745,8.16,3.31,-3.7,8.1e-05,9.179060205e+07,3.80763649072387e+06,4.703717134783572e+06,1.15642437e+08,115642437,2e+08,2020-02-18T15:35:30.000Z
BTS,BitShares,bitshares,65,0.032792,6.59,2.94,-3.95,3e-06,8.987988564e+07,1.7545914775423434e+07,2.5836815877098083e+07,2.74091e+09,2740910000,3.600570502e+09,2020-02-18T15:35:30.000Z
ZEN,Horizen,zencash,66,12.35,4.03,2.4,3.94,0.001253,8.870784425e+07,1.4606619659578113e+06,1.5831118731288137e+06,7.185725e+06,7185725,2.1e+07,2020-02-18T15:35:30.000Z
HC,HyperCash,hypercash,67,2.03,11.14,5.4,-5.49,0.000206,8.852507852e+07,2.780337194775651e+06,6.4679451988053415e+06,4.3529781e+07,43529781,8.4e+07,2020-02-18T15:35:30.000Z
VSYS,V Systems,v-systems,68,0.049446,13.76,1.98,10.52,5e-06,8.84502582e+07,6.95238072642277e+06,5.264627499329179e+06,1.788818695e+09,5217805440,NaN,2020-02-18T15:35:30.000Z
MCO,Crypto.com,monaco,69,5.55,3.09,3.39,-6.59,0.000563,8.758552672e+07,2.4515091335146494e+07,2.5188290543910444e+07,1.5793831e+07,31587682,3.1587682363206103e+07,2020-02-18T15:35:30.000Z
ALGO,Algorand,algorand,70,0.32526,6.45,4.48,-8.08,3.3e-05,8.432581404e+07,5.857540052238682e+07,7.864800105931175e+07,2.59256762e+08,2588969743,NaN,2020-02-18T15:35:30.000Z
IOST,IOStoken,iostoken,71,0.0065780000000000005,5.22,3.31,-10.38,6.68e-07,7.902543099e+07,4.367129068854463e+07,6.577291845740485e+07,1.2013965609e+10,21000000000,2.1e+10,2020-02-18T15:35:30.000Z
STEEM,STEEM,steem,72,0.230696,10.25,3.81,13.48,2.3e-05,7.898032517e+07,1.7933269465551064e+06,2.2044486546076774e+06,3.42356149e+08,342356149,NaN,2020-02-18T15:35:30.000Z
DAI,Dai,dai,73,1,0.04,0.17,-0.03,0.000102,7.830733855e+07,1.8894465971112523e+07,2.3073456193266686e+07,7.8262606e+07,78262606,NaN,2020-02-18T15:35:30.000Z
KNC,Kyber Network,kyber-network,74,0.462001,16.87,2.25,33.06,4.7e-05,7.755354665e+07,2.2570768254137203e+07,1.562898811390383e+07,1.67864614e+08,215625349,2.26e+08,2020-02-18T15:35:30.000Z
XVG,Verge,verge,75,0.004795000000000001,5.43,2.41,-2.49,4.870000000000001e-07,7.623919515e+07,2.3702936039068056e+06,2.964384420099452e+06,1.5900663549e+10,15900663549,1.6555e+10,2020-02-18T15:35:30.000Z
GNT,Golem,golem-network-tokens,76,0.071332,9.67,3.33,33.38,7.000000000000001e-06,6.87965305e+07,5.930855288013155e+06,5.653139485732096e+06,9.6445e+08,1000000000,NaN,2020-02-18T15:35:30.000Z
SNT,Status Network Token,status,77,0.019750999999999998,13.86,5.27,20.49,2e-06,6.854464642e+07,3.0365450665692758e+07,2.9088015042518787e+07,3.470483788e+09,6804870174,NaN,2020-02-18T15:35:30.000Z
ELF,aelf,aelf,78,0.13383,11.31,5.95,41.56,1.4000000000000001e-05,6.688542341e+07,8.082831527053283e+07,1.0313501016795793e+08,4.9978e+08,499780000,1e+09,2020-02-18T15:35:30.000Z
ZIL,Zilliqa,zilliqa,79,0.00765,8.69,3.43,3.74,7.77e-07,6.646089687e+07,1.4452846029877648e+07,1.826750206030191e+07,8.687360058e+09,12600000000,NaN,2020-02-18T15:35:30.000Z
DX,DxChain Token,dxchain-token,80,0.0014060000000000001,6.32,4.64,22.51,1.43e-07,6.501716992e+07,1.8642541851733127e+06,2.080821330457749e+06,4.625e+10,100000000000,NaN,2020-02-18T15:35:30.000Z
ARDR,Ardor,ardor,81,0.06446,8.85,2.18,8.18,7.000000000000001e-06,6.439505543e+07,681416.7871921081,769679.8442104921,9.98999495e+08,998999495,9.98999495e+08,2020-02-18T15:35:30.000Z
MANA,Decentraland,decentraland,82,0.060922000000000004,14.46,4.18,3,6e-06,6.397721067e+07,3.525681295464123e+07,3.1124968868447162e+07,1.050141509e+09,2644403343,NaN,2020-02-18T15:35:30.000Z
SEELE,Seele,seele,83,0.090085,0.61,0.89,-8.76,9e-06,6.24087123e+07,2.963739662519503e+07,3.0013662858252592e+07,6.92776387e+08,1000000000,NaN,2020-02-18T15:35:30.000Z
AE,Aeternity,aeternity,84,0.20927300000000001,5.58,4.35,-6.88,2.1e-05,5.866620467e+07,2.1503312786684e+07,2.1791547073636174e+07,2.80333087e+08,280333087,NaN,2020-02-18T15:35:30.000Z
RLC,iExec RLC,rlc,85,0.697258,13.22,0.74,-0.56,7.099999999999999e-05,5.582997161e+07,855627.8663600415,624168.4264276775,8.0070793e+07,86999785,8.7e+07,2020-02-18T15:35:30.000Z
ZB,ZB,zb,86,0.335135,6.86,1.54,-10.54,3.4e-05,5.469355808e+07,3.0227933212895263e+07,3.3180339235210553e+07,1.6319881e+08,2100000000,NaN,2020-02-18T15:35:30.000Z
NPXS,Pundi X,pundi-x,87,0.000225,4.29,2.69,28.34,2.28e-08,5.284715118e+07,2.8705008709732625e+06,3.7621200501027377e+06,2.35171468515e+11,280255193861,NaN,2020-02-18T15:35:30.000Z
XZC,ZCoin,zcoin,88,6.72,7.68,4.58,-12.88,0.000682,5.192516177e+07,9.894643700993976e+06,1.1609054203182438e+07,7.72854e+06,7728540,2.14e+07,2020-02-18T15:35:30.000Z
BXK,Bitbook Gambling,bitbook-gambling,89,0.128279,-0.58,-2.66,-11.98,1.3000000000000001e-05,4.725635825e+07,515814.9423927598,554407.0937967382,3.68387491e+08,741456054,NaN,2020-02-18T15:35:30.000Z
QNT,Quant,quant,90,3.89,-0.32,2.09,-15.19,0.000394,4.690433624e+07,2.6675661351149553e+06,2.0940595914811848e+06,1.2072738e+07,45467000,NaN,2020-02-18T15:35:30.000Z
CHZ,Chiliz,chiliz,91,0.013781999999999999,-0.65,2.36,35.75,1e-06,4.605969804e+07,4.355318749196256e+06,1.2608145875876492e+07,3.341995514e+09,8888888888,NaN,2020-02-18T15:35:30.000Z
MATIC,Matic Network,matic-network,92,0.020562999999999998,6.99,2.62,-2.28,2e-06,4.472746265e+07,2.0404032750389565e+07,2.6317692214120407e+07,2.175190262e+09,10000000000,NaN,2020-02-18T15:35:30.000Z
STRAT,Stratis,stratis,93,0.444197,9.44,3.69,-4.06,4.5e-05,4.426922096e+07,994204.4016918731,1.5400513884897497e+06,9.9661139e+07,99661139,NaN,2020-02-18T15:35:30.000Z
MX,MX Token,mx-token,94,0.1577,5.31,6.01,-11.28,1.6e-05,4.2579e+07,1.410628219532351e+07,2.177357338211652e+07,2.7e+08,977698919,NaN,2020-02-18T15:35:30.000Z
RIF,RIF Token,rif-token,95,0.088839,3.34,1.92,-2.08,9e-06,4.246334323e+07,6.413351564261244e+06,7.677058130475769e+06,4.77980957e+08,1000000000,NaN,2020-02-18T15:35:30.000Z
NRG,Energi,energi,96,1.62,3.3,2.9,-10.73,0.000165,4.127979694e+07,436513.8639723365,510450.69497051823,2.5431672e+07,25431672,NaN,2020-02-18T15:35:30.000Z
AION,Aion,aion,97,0.118527,9.6,2.93,-2.24,1.2e-05,3.984462559e+07,7.5118442470854e+06,7.026746328274051e+06,3.3616581e+08,465934587,4.65934587e+08,2020-02-18T15:35:30.000Z
WICC,WaykiChain,waykichain,98,0.204427,8.4,4.95,9.86,2.1e-05,3.863671697e+07,3.3313655134930015e+06,4.223349209778937e+06,1.89e+08,210000000,NaN,2020-02-18T15:35:30.000Z
LEND,EthLend,ethlend,99,0.034251,0.66,2.83,5.19,3e-06,3.768274669e+07,1.1988399376275893e+06,6.103390709185802e+06,1.100180877e+09,1299999942,1.299999942e+09,2020-02-18T15:35:30.000Z
REN,Republic Protocol,republic-protocol,100,0.061105999999999994,2.55,3.94,10.46,6e-06,3.594633395e+07,4.0256133283770145e+06,8.0548130428605955e+06,5.88261205e+08,1000000000,NaN,2020-02-18T15:35:30.000Z
BTC,Bitcoin,bitcoin,1,9816.07,2.52,1.58,0.7,1,1.7853163006742e+11,3.496945529175536e+10,4.155710270357109e+10,1.8187696e+07,18187696,2.1e+07,2020-02-18T15:40:30.000Z
ETH,Ethereum,ethereum,2,272.34,7.87,2.89,24.15,0.027693000000000002,2.981420054078e+10,2.317692199480296e+10,2.567222533130728e+10,1.09475492e+08,109475492,NaN,2020-02-18T15:40:30.000Z
XRP,XRP,ripple,3,0.289068,4.2,2.13,7.55,2.8999999999999997e-05,1.240379388833e+10,3.2959321047203097e+09,3.8970802985129967e+09,4.2909539227e+10,99991841593,1e+11,2020-02-18T15:40:30.000Z
BCH,Bitcoin Cash,bitcoin-cash,4,404.21,1.23,2.92,-9.05,0.041103,7.37634547608e+09,5.621506313204558e+09,7.507676303471628e+09,1.8248965e+07,18248965,2.1e+07,2020-02-18T15:40:30.000Z
BCHSV,Bitcoin SV,bitcoin-cash-sv,5,309.02,3.97,5.33,-11.51,0.031423,5.63846311435e+09,3.352937683112351e+09,3.6397759543031034e+09,1.8246402e+07,21000000,2.1e+07,2020-02-18T15:40:30.000Z
LTC,Litecoin,litecoin,6,73.72,2.99,2.97,0.99,0.007495999999999999,4.73599099014e+09,5.107630528507844e+09,6.420932958224126e+09,6.4242483e+07,64242483,8.4e+07,2020-02-18T15:40:30.000Z
EOS,EOS,eos,7,4.43,4.01,1.6,-8.26,0.00045099999999999996,4.11873912216e+09,4.280385881657796e+09,6.9661750394915285e+09,9.29000281e+08,1006245120,1.00624512e+09,2020-02-18T15:40:30.000Z
USDT,Tether,tether,8,1,0.17,0.16,0.46,0.000102,4.06399626918e+09,4.906627698287537e+10,5.985405611884529e+10,4.049107372e+09,4049107372,NaN,2020-02-18T15:40:30.000Z
BNB,Binance Coin,binance-coin,9,23.57,5.4,2.17,-4.52,0.002397,3.66598727576e+09,4.14850413706012e+08,4.985694054264477e+08,1.55536713e+08,192443301,2e+08,2020-02-18T15:40:30.000Z
XTZ,Tezos,tezos,10,3.36,14.36,5.62,31.08,0.000342,2.22184744899e+09,1.7288751296517766e+08,2.1192549039911243e+08,6.60373612e+08,763306930,NaN,2020-02-18T15:40:30.000Z
ADA,Cardano,cardano,11,0.060474,4.26,1.96,2.19,6e-06,1.56790899889e+09,1.6407500178857625e+08,2.0910870814994285e+08,2.5927070538e+10,31112483745,4.5e+10,2020-02-18T15:40:30.000Z
LINK,ChainLink,chainlink,12,4.42,7.65,2.16,29.16,0.00045,1.54767128561e+09,4.023090694714953e+08,4.9941964299529314e+08,3.5e+08,1000000000,1e+09,2020-02-18T15:40:30.000Z
XLM,Stellar,stellar,13,0.073654,6.22,2.63,5.95,7.000000000000001e-06,1.47757122285e+09,4.8190918747534204e+08,5.810770477668936e+08,2.0061035508e+10,104303927518,1.04303927518e+11,2020-02-18T15:40:30.000Z
XMR,Monero,monero,14,84.33,2.82,1.53,1.24,0.008575,1.44826066964e+09,1.3793048540180957e+08,1.683556280289513e+08,1.7174299e+07,17174299,NaN,2020-02-18T15:40:30.000Z
TRX,TRON,tron,15,0.021573,1.91,3.04,-0.03,2e-06,1.43851921188e+09,1.495436905871275e+09,1.7481251247012498e+09,6.6682072191e+10,99000000000,NaN,2020-02-18T15:40:30.000Z
ETC,Ethereum Classic,ethereum-classic,16,9.49,1.11,2.08,-19.38,0.000965,1.07237317984e+09,2.3877593170065885e+09,3.2709151248748918e+09,1.12980348e+08,112980348,2.1e+08,2020-02-18T15:40:30.000Z
NEO,Neo,neo,17,15.07,5.51,3.1,13.29,0.001533,1.06329124505e+09,9.291655165633807e+08,1.0502540134894509e+09,7.0538831e+07,100000000,1e+08,2020-02-18T15:40:30.000Z
DASH,Dash,dash,18,112.58,4.07,2.14,-9.72,0.011448,1.04612497332e+09,7.518554215975627e+08,8.768503672436779e+08,9.292491e+06,9292491,1.89e+07,2020-02-18T15:40:30.000Z
LEO,UNUS SED LEO,unus-sed-leo,19,0.9717049999999999,0.76,-0.06,-2.96,9.9e-05,9.7121784274e+08,965842.9258016369,2.261309268286249e+06,9.99498893e+08,999498893,NaN,2020-02-18T15:40:30.000Z
ATOM,Cosmos,cosmos,20,4.19,2,1.59,-12.69,0.000426,7.9848364963e+08,2.3705262428929362e+08,3.1927954234085757e+08,1.90688439e+08,237928231,NaN,2020-02-18T15:40:30.000Z
HEDG,HedgeTrade,hedgetrade,21,2.72,5.36,2.04,0.94,0.000276,7.8299726591e+08,1.2758060004809892e+06,1.0752110718975568e+06,2.88393355e+08,1000000000,NaN,2020-02-18T15:40:30.000Z
IOTA,IOTA,iota,22,0.280131,2.55,2.7,-10.07,2.8000000000000003e-05,7.7863230167e+08,2.1103384036464766e+07,2.645149601252895e+07,2.779530283e+09,2779530283,2.779530283e+09,2020-02-18T15:40:30.000Z
MKR,Maker,maker,23,619.06,3.98,2.04,9.22,0.062951,6.1906368303e+08,7.295359244303681e+06,7.615148707213545e+06,1e+06,1000000,1e+06,2020-02-18T15:40:30.000Z
NEM,NEM,nem,24,0.062722,2.66,2.41,0.98,6e-06,5.6449453217e+08,4.5465624598139286e+07,5.3661401412481934e+07,8.999999999e+09,8999999999,8.999999999e+09,2020-02-18T15:40:30.000Z
CRO,Crypto.com Chain,crypto-com-chain,25,0.060322,4.08,1.53,0.69,6e-06,5.5984123516e+08,1.1287088315968553e+07,2.1380533726620685e+07,9.280821918e+09,100000000000,NaN,2020-02-18T15:40:30.000Z
ZEC,Zcash,zcash,26,63.74,4.48,1.57,-7.54,0.006481999999999999,5.5702119228e+08,7.795654006667777e+08,1.0016268134622333e+09,8.738531e+06,8738531,2.1e+07,2020-02-18T15:40:30.000Z
ONT,Ontology,ontology,27,0.8823690000000001,5.18,2.51,-5.8,9e-05,4.7072902489e+08,1.5972181867699268e+08,2.221483463737686e+08,5.3348317e+08,1000000000,NaN,2020-02-18T15:40:30.000Z
USDC,USD Coin,usd-coin,28,0.9991629999999999,0.02,0.02,-0.09,0.000102,4.3466829056e+08,2.0328667355751646e+08,2.2416593820170942e+08,4.35032301e+08,435032301,NaN,2020-02-18T15:40:30.000Z
VET,VeChain,vechain,29,0.006977,6.38,4.26,8.52,7.09e-07,3.8690758023e+08,1.368366851317368e+08,1.422842499723101e+08,5.54547348e+10,86712634466,NaN,2020-02-18T15:40:30.000Z
BAT,Basic Attention Token,basic-attention-token,30,0.27226300000000003,8.66,2.53,-2.83,2.8000000000000003e-05,3.4828603998e+08,6.0067305922084875e+07,6.785273339637978e+07,1.279225522e+09,1500000000,NaN,2020-02-18T15:40:30.000Z
DOGE,Dogecoin,dogecoin,31,0.002736,4,-1.05,-6.31,2.7800000000000003e-07,3.3652910327e+08,1.1626464968069434e+08,1.3196328202815247e+08,1.23000276384e+11,123000276384,NaN,2020-02-18T15:40:30.000Z
QTUM,Qtum,qtum,32,2.54,5.08,2.33,-0.41,0.000258,2.435557176e+08,5.227951449843842e+08,6.761754047498715e+08,9.5969372e+07,100909224,1.00909224e+08,2020-02-18T15:40:30.000Z
HT,Huobi Token,huobi-token,33,4.86,6.32,4.15,4.5,0.0004940000000000001,2.4299538733e+08,3.091505049350504e+08,4.6160017399006903e+08,5.00002e+07,500000000,NaN,2020-02-18T15:40:30.000Z
DCR,Decred,decred,34,20.86,7.76,1.73,0.46,0.0021219999999999998,2.2991712716e+08,1.1410275893896604e+08,1.1445155027602175e+08,1.1019705e+07,11019705,2.1e+07,2020-02-18T15:40:30.000Z
MIN,MINDOL,mindol,35,1.38,19.23,1.52,-26.21,0.00014,2.144718748e+08,4.445797202700368e+06,4.011093328635485e+06,1.55379617e+08,240000000,NaN,2020-02-18T15:40:30.000Z
LSK,Lisk,lisk,36,1.75,4.89,2.39,-5.58,0.000178,2.0959778869e+08,6.2212517150583435e+06,8.468557611281173e+06,1.19613215e+08,125643660,1.599184e+08,2020-02-18T15:40:30.000Z
TUSD,TrueUSD,trueusd,37,1,-0.1,0.04,0.21,0.000102,1.9564664719e+08,1.1224101633646042e+09,1.3579804866927586e+09,1.95483256e+08,195483256,NaN,2020-02-18T15:40:30.000Z
PAX,Paxos Standard Token,paxos-standard-token,38,0.998138,-0.09,-0.06,-0.22,0.000101,1.9400510247e+08,3.689723777916632e+08,4.1340061647901714e+08,1.94366961e+08,194366961,NaN,2020-02-18T15:40:30.000Z
BTG,Bitcoin Gold,bitcoingold,39,11.06,6.2,2.03,-15.7,0.001125,1.9083938862e+08,3.0799736428581268e+07,2.7884929998213146e+07,1.7248611e+07,17348611,2.1e+07,2020-02-18T15:40:30.000Z
INB,Insight Chain,insight-chain,40,0.511622,1.14,0.65,-2.64,5.2000000000000004e-05,1.7901780199e+08,4.931878374690275e+06,6.271453309425912e+06,3.49902689e+08,10000000000,NaN,2020-02-18T15:40:30.000Z
ZRX,0x,0x,41,0.294674,6.87,2.58,6.44,2.9999999999999997e-05,1.7694432624e+08,3.2286401110209305e+07,4.382169993501071e+07,6.00475853e+08,1000000000,1e+09,2020-02-18T15:40:30.000Z
MONA,MonaCoin,monacoin,42,2.6,14.34,0.11,35.67,0.000264,1.7060014064e+08,3.6736565435977824e+07,1.123843837672922e+07,6.5729675e+07,65729675,NaN,2020-02-18T15:40:30.000Z
ICX,ICON,icon,43,0.343199,6.47,3.42,-13.74,3.5e-05,1.6832326307e+08,3.7416672843119726e+07,4.1543472101131e+07,4.90453303e+08,800460000,NaN,2020-02-18T15:40:30.000Z
OMG,OmiseGO,omisego,44,1.16,5.2,2.67,4.95,0.000118,1.6317741104e+08,1.1574172013207826e+08,1.2621791838618764e+08,1.40245398e+08,140245398,1.40245398e+08,2020-02-18T15:40:30.000Z
BCD,Bitcoin Diamond,bitcoin-diamond,45,0.8391290000000001,16.96,4.55,-13.2,8.499999999999999e-05,1.5649162894e+08,1.2838562408906253e+07,9.750547004342914e+06,1.86492898e+08,186492898,2.1e+08,2020-02-18T15:40:30.000Z
REP,Augur,augur,46,14,5.27,3.02,-10.97,0.001423,1.5397213793e+08,1.422266677347515e+07,1.2959420165091088e+07,1.1e+07,11000000,1.1e+07,2020-02-18T15:40:30.000Z
RVN,Ravencoin,ravencoin,47,0.033582,6.16,3.75,1.69,3e-06,1.4361205524e+08,2.6270717070162505e+07,3.481687712106116e+07,4.27648e+09,4276480000,2.1e+10,2020-02-18T15:40:30.000Z
WAVES,Waves,waves,48,1.43,14.53,2.16,3.37,0.000146,1.4334685968e+08,9.471803429837856e+07,7.41310767357661e+07,1e+08,100000000,1e+08,2020-02-18T15:40:30.000Z
NANO,Nano,nano,49,0.9921690000000001,4.34,2.1,2.21,0.000101,1.3220484157e+08,4.734365094809712e+06,7.179432417163927e+06,1.33248297e+08,133248297,1.33248297e+08,2020-02-18T15:40:30.000Z
OKB,OKB,okb,50,6.55,1.4,1.54,11.61,0.000666,1.3105150631e+08,3.0263176972802067e+08,4.2440024954459226e+08,2e+07,300000000,NaN,2020-02-18T15:40:30.000Z
SC,Siacoin,siacoin,51,0.003041,13.98,3.13,43.93,3.09e-07,1.2716112052e+08,8.004964870918376e+06,7.84770364981721e+06,4.1817047634e+10,41817047634,NaN,2020-02-18T15:40:30.000Z
SNX,Synthetix Network Token,synthetix-network-token,52,0.9526129999999999,0.71,2.35,-0.39,9.7e-05,1.1999005404e+08,970564.9441728825,1.4762513893085322e+06,1.2595883e+08,125958830,NaN,2020-02-18T15:40:30.000Z
BTT,BitTorrent,bittorrent,53,0.000533,4.39,2.27,19.75,5.42e-08,1.1308267896e+08,1.2056721589140594e+07,1.791592074093428e+07,2.121165e+11,990000000000,NaN,2020-02-18T15:40:30.000Z
NEXO,Nexo,nexo,54,0.19925299999999999,3.2,0.93,7.84,2e-05,1.1158174983e+08,1.904843990517763e+07,1.7994051291530978e+07,5.60000011e+08,1000000000,NaN,2020-02-18T15:40:30.000Z
KCS,KuCoin Shares,kucoin-shares,55,1.25,1.05,0.95,-0.34,0.000128,1.1133105831e+08,8.012681840445483e+06,8.0479383258224735e+06,8.8745681e+07,180730576,NaN,2020-02-18T15:40:30.000Z
ABBC,ABBC Coin,abbc-coin,56,0.11027200000000001,16.51,1.46,8.24,1.1e-05,1.1071133487e+08,2.9116550401505098e+07,2.666114702023211e+07,1.003981087e+09,1003981087,NaN,2020-02-18T15:40:30.000Z
ENJ,Enjin Coin,enjin-coin,57,0.141627,23.78,0.43,3.89,1.4000000000000001e-05,1.0994165892e+08,3.3889309675577514e+07,6.589962222338759e+06,7.76278713e+08,1000000000,NaN,2020-02-18T15:40:30.000Z
HOT,Holo,holo,58,0.000784,5.44,1.48,4.47,7.98e-08,1.044926519e+08,7.931170602294365e+06,5.066637748963271e+06,1.33214575156e+11,177619433541,NaN,2020-02-18T15:40:30.000Z
BTM,Bytom,bytom,59,0.101735,9.78,3.3,-6,1e-05,1.0198971117e+08,9.174267022814456e+07,1.1138405340068749e+08,1.002499275e+09,1407000000,1.407e+09,2020-02-18T15:40:30.000Z
BOTX,botXcoin,botxcoin,60,0.057784,8.64,2.83,26.07,6e-06,1.0039785611e+08,971749.7640706701,642201.8875004059,1.73747296e+09,5000000000,NaN,2020-02-18T15:40:30.000Z
DGD,DigixDAO,digixdao,61,48.52,9.3,2.22,19.42,0.004933,9.703239495e+07,2.574355481036237e+06,2.7400444706274904e+06,2e+06,2000000,2e+06,2020-02-18T15:40:30.000Z
